ingestion_year;ingestion_month;ingestion_day;id_sistema_cliente;macroactivo;cod_activo;aba;cod_perfil_riesgo;cod_banca;year;month
2023;12;12;10098522488;Renta Variable;1004;3765000;1466;PN;2023;12
2023;12;18;10098522488;Renta Variable;1004;3547500;1466;PN;2023;12
2023;12;6;10041560001;Renta Variable;1004;1257500;1466;PN;2023;12
2023;12;18;10041560001;Renta Variable;1004;1182500;1466;PN;2023;12
2023;12;5;10041560001;Renta Variable;1004;1272500;1466;PN;2023;12
2023;12;20;10041560001;Renta Variable;1004;1185000;1466;PN;2023;12
2023;12;13;10041560001;Renta Variable;1004;1230000;1466;PN;2023;12
2023;12;7;10041560001;Renta Variable;1004;1227500;1466;PN;2023;12
2023;12;4;10041560001;Renta Variable;1004;1272500;1466;PN;2023;12
2023;12;12;10041560001;Renta Variable;1004;1255000;1466;PN;2023;12
2023;12;15;10041560001;Renta Variable;1004;1277500;1466;PN;2023;12
2023;12;19;10041560001;Renta Variable;1004;1170000;1466;PN;2023;12
2023;12;14;10041560001;Renta Variable;1004;1250000;1466;PN;2023;12
2023;12;8;10041560001;Renta Variable;1004;1232500;1466;PN;2023;12
2023;11;24;10041560001;Renta Variable;1004;1250000;1466;PN;2023;11
2023;11;23;10041560001;Renta Variable;1004;1257500;1466;PN;2023;11
2023;11;24;10039616197;Renta Variable;1004;2500000;1466;PN;2023;11
2023;11;30;10039616197;Renta Variable;1004;2535000;1466;PN;2023;11
2023;11;29;10039616197;Renta Variable;1004;2540000;1466;PN;2023;11
2023;11;29;10039616197;Renta Variable;1004;2540000;1466;PN;2023;11
2023;11;24;10039616197;Renta Variable;1004;2500000;1466;PN;2023;11
2023;11;23;10039616197;Renta Variable;1004;2515000;1466;PN;2023;11
2023;11;23;10039616197;Renta Variable;1004;2515000;1466;PN;2023;11
2023;11;28;10039616197;Renta Variable;1004;2520000;1466;PN;2023;11
2023;11;27;10039616197;Renta Variable;1004;2575000;1466;PN;2023;11
2023;11;28;10039616197;Renta Variable;1004;2520000;1466;PN;2023;11
2023;11;30;10039616197;Renta Variable;1004;2535000;1466;PN;2023;11
2023;11;27;10039616197;Renta Variable;1004;2575000;1466;PN;2023;11
2023;11;29;10036346714;Renta Variable;1004;1270000;1466;PN;2023;11
2023;11;30;10036346714;Renta Variable;1004;1267500;1466;PN;2023;11
2023;11;28;10036346714;Renta Variable;1004;1260000;1466;PN;2023;11
2023;11;24;10036346714;Renta Variable;1004;1250000;1466;PN;2023;11
2023;11;27;10036346714;Renta Variable;1004;1287500;1466;PN;2023;11
2023;11;23;10036346714;Renta Variable;1004;1257500;1466;PN;2023;11
2023;11;29;10021382511;Renta Variable;1004;2540000;1466;PN;2023;11
2023;11;30;10021382511;Renta Variable;1004;2535000;1466;PN;2023;11
2023;11;24;10021382511;Renta Variable;1004;2500000;1466;PN;2023;11
2023;11;27;10021382511;Renta Variable;1004;2575000;1466;PN;2023;11
2023;11;23;10021382511;Renta Variable;1004;2515000;1466;PN;2023;11
2023;11;28;10021382511;Renta Variable;1004;2520000;1466;PN;2023;11
2023;11;29;100105000000000000;Renta Variable;1004;2540000;1466;PN;2023;11
2023;11;30;100105000000000000;Renta Variable;1004;2535000;1466;PN;2023;11
2023;11;23;100105000000000000;Renta Variable;1004;2515000;1466;PN;2023;11
2023;11;24;100105000000000000;Renta Variable;1004;2500000;1466;PN;2023;11
2023;11;28;100105000000000000;Renta Variable;1004;2520000;1466;PN;2023;11
2023;11;27;100105000000000000;Renta Variable;1004;2575000;1466;PN;2023;11
2023;11;29;10079414250;Renta Variable;1004;1270000;1466;PN;2023;11
2023;11;28;10079414250;Renta Variable;1004;1260000;1466;PN;2023;11
2023;11;24;10079414250;Renta Variable;1004;1250000;1466;PN;2023;11
2023;11;23;10079414250;Renta Variable;1004;1257500;1466;PN;2023;11
2023;11;30;10079414250;Renta Variable;1004;1267500;1466;PN;2023;11
2023;11;27;10079414250;Renta Variable;1004;1287500;1466;PN;2023;11
2023;11;29;100114000000000000;Renta Variable;1004;2540000;1466;PN;2023;11
2023;11;27;100114000000000000;Renta Variable;1004;2575000;1466;PN;2023;11
2023;11;30;100114000000000000;Renta Variable;1004;2535000;1466;PN;2023;11
2023;11;23;100114000000000000;Renta Variable;1004;2515000;1466;PN;2023;11
2023;11;28;100114000000000000;Renta Variable;1004;2520000;1466;PN;2023;11
2023;11;24;100114000000000000;Renta Variable;1004;2500000;1466;PN;2023;11
2023;11;27;10098522488;Renta Variable;1004;3862500;1466;PN;2023;11
2023;11;28;10098522488;Renta Variable;1004;3780000;1466;PN;2023;11
2023;11;24;10098522488;Renta Variable;1004;3750000;1466;PN;2023;11
2023;11;30;10098522488;Renta Variable;1004;3802500;1466;PN;2023;11
2023;11;29;10098522488;Renta Variable;1004;3810000;1466;PN;2023;11
2023;11;23;10098522488;Renta Variable;1004;3772500;1466;PN;2023;11
2023;11;29;10041560001;Renta Variable;1004;1270000;1466;PN;2023;11
2023;11;30;10041560001;Renta Variable;1004;1267500;1466;PN;2023;11
2023;11;28;10041560001;Renta Variable;1004;1260000;1466;PN;2023;11
2023;11;27;10041560001;Renta Variable;1004;1287500;1466;PN;2023;11
2024;3;4;100;Renta Variable;1004;1120000;1466;PN;2024;3
2024;1;24;10041560001;Renta Variable;1004;1147500;1466;PN;2024;1
2024;1;9;10041560001;Renta Variable;1004;1222500;1466;PN;2024;1
2024;4;11;10041560001;Renta Variable;1004;1122500;1466;PN;2024;4
2024;4;24;10041560001;Renta Variable;1004;1137500;1466;PN;2024;4
2024;4;23;10041560001;Renta Variable;1004;1130000;1466;PN;2024;4
2024;3;12;10041560001;Renta Variable;1004;1030000;1466;PN;2024;3
2024;4;15;10041560001;Renta Variable;1004;1120000;1466;PN;2024;4
2024;3;5;10041560001;Renta Variable;1004;1120000;1466;PN;2024;3
2024;4;22;10041560001;Renta Variable;1004;1120000;1466;PN;2024;4
2024;2;23;10041560001;Renta Variable;1004;1170000;1466;PN;2024;2
2024;4;29;10041560001;Renta Variable;1004;1150000;1466;PN;2024;4
2024;5;10;10041560001;Renta Variable;1004;1140000;1466;PN;2024;5
2024;2;28;10041560001;Renta Variable;1004;1180000;1466;PN;2024;2
2024;1;18;10041560001;Renta Variable;1004;1157500;1466;PN;2024;1
2024;5;14;10041560001;Renta Variable;1004;1132500;1466;PN;2024;5
2024;2;21;10041560001;Renta Variable;1004;1140000;1466;PN;2024;2
2024;1;23;10041560001;Renta Variable;1004;1132500;1466;PN;2024;1
2024;1;16;10041560001;Renta Variable;1004;1187500;1466;PN;2024;1
2024;1;15;10041560001;Renta Variable;1004;1187500;1466;PN;2024;1
2024;4;10;10041560001;Renta Variable;1004;1145000;1466;PN;2024;4
2024;1;3;10041560001;Renta Variable;1004;1177500;1466;PN;2024;1
2024;1;25;10041560001;Renta Variable;1004;1145000;1466;PN;2024;1
2024;3;28;10041560001;Renta Variable;1004;1037500;1466;PN;2024;3
2024;2;1;10041560001;Renta Variable;1004;1167500;1466;PN;2024;2
2024;2;9;10041560001;Renta Variable;1004;1170000;1466;PN;2024;2
2024;2;27;10041560001;Renta Variable;1004;1170000;1466;PN;2024;2
2024;4;17;10041560001;Renta Variable;1004;1120000;1466;PN;2024;4
2024;2;29;10041560001;Renta Variable;1004;1150000;1466;PN;2024;2
2024;3;7;10041560001;Renta Variable;1004;1042500;1466;PN;2024;3
2024;4;12;10041560001;Renta Variable;1004;1122500;1466;PN;2024;4
2024;3;13;10041560001;Renta Variable;1004;1037500;1466;PN;2024;3
2024;2;19;10041560001;Renta Variable;1004;1152500;1466;PN;2024;2
2024;1;31;10041560001;Renta Variable;1004;1195000;1466;PN;2024;1
2024;1;22;10041560001;Renta Variable;1004;1150000;1466;PN;2024;1
2024;4;1;10041560001;Renta Variable;1004;1037500;1466;PN;2024;4
2024;1;26;10041560001;Renta Variable;1004;1177500;1466;PN;2024;1
2024;2;26;10041560001;Renta Variable;1004;1170000;1466;PN;2024;2
2024;3;29;10041560001;Renta Variable;1004;1037500;1466;PN;2024;3
2024;4;25;10041560001;Renta Variable;1004;1150000;1466;PN;2024;4
2024;4;16;10041560001;Renta Variable;1004;1120000;1466;PN;2024;4
2024;3;18;10041560001;Renta Variable;1004;1105000;1466;PN;2024;3
2024;4;4;10041560001;Renta Variable;1004;1095000;1466;PN;2024;4
2024;3;6;10041560001;Renta Variable;1004;1060000;1466;PN;2024;3
2024;4;18;10041560001;Renta Variable;1004;1115000;1466;PN;2024;4
2024;2;6;10041560001;Renta Variable;1004;1160000;1466;PN;2024;2
2024;4;26;10041560001;Renta Variable;1004;1152500;1466;PN;2024;4
2024;2;14;10041560001;Renta Variable;1004;1137500;1466;PN;2024;2
2024;2;2;10041560001;Renta Variable;1004;1172500;1466;PN;2024;2
2024;5;3;10041560001;Renta Variable;1004;1127500;1466;PN;2024;5
2024;4;2;10041560001;Renta Variable;1004;1095000;1466;PN;2024;4
2024;4;3;10041560001;Renta Variable;1004;1095000;1466;PN;2024;4
2024;1;4;10041560001;Renta Variable;1004;1210000;1466;PN;2024;1
2024;1;19;10041560001;Renta Variable;1004;1150000;1466;PN;2024;1
2024;4;30;10041560001;Renta Variable;1004;1155000;1466;PN;2024;4
2024;4;8;10041560001;Renta Variable;1004;1145000;1466;PN;2024;4
2024;2;7;10041560001;Renta Variable;1004;1177500;1466;PN;2024;2
2024;3;25;10041560001;Renta Variable;1004;1057500;1466;PN;2024;3
2024;1;5;10041560001;Renta Variable;1004;1202500;1466;PN;2024;1
2024;2;8;10041560001;Renta Variable;1004;1182500;1466;PN;2024;2
2024;5;9;10041560001;Renta Variable;1004;1140000;1466;PN;2024;5
2024;3;20;10041560001;Renta Variable;1004;1060000;1466;PN;2024;3
2024;1;30;10041560001;Renta Variable;1004;1197500;1466;PN;2024;1
2024;3;14;10041560001;Renta Variable;1004;1040000;1466;PN;2024;3
2024;2;12;10041560001;Renta Variable;1004;1157500;1466;PN;2024;2
2024;3;22;10041560001;Renta Variable;1004;1062500;1466;PN;2024;3
2024;1;2;10041560001;Renta Variable;1004;1170000;1466;PN;2024;1
2024;3;21;10041560001;Renta Variable;1004;1062500;1466;PN;2024;3
2024;3;8;10041560001;Renta Variable;1004;1045000;1466;PN;2024;3
2024;2;5;10041560001;Renta Variable;1004;1160000;1466;PN;2024;2
2024;1;8;10041560001;Renta Variable;1004;1222500;1466;PN;2024;1
2024;3;26;10041560001;Renta Variable;1004;1057500;1466;PN;2024;3
2024;3;1;10041560001;Renta Variable;1004;1145000;1466;PN;2024;3
2024;3;27;10041560001;Renta Variable;1004;997500;1466;PN;2024;3
2024;5;15;10041560001;Renta Variable;1004;1160000;1466;PN;2024;5
2024;2;13;10041560001;Renta Variable;1004;1155000;1466;PN;2024;2
2024;2;16;10041560001;Renta Variable;1004;1137500;1466;PN;2024;2
2024;4;9;10041560001;Renta Variable;1004;1145000;1466;PN;2024;4
2024;1;17;10041560001;Renta Variable;1004;1167500;1466;PN;2024;1
2024;1;29;10041560001;Renta Variable;1004;1200000;1466;PN;2024;1
2024;3;19;10041560001;Renta Variable;1004;1050000;1466;PN;2024;3
2024;2;20;10041560001;Renta Variable;1004;1135000;1466;PN;2024;2
2024;4;19;10041560001;Renta Variable;1004;1112500;1466;PN;2024;4
2024;2;22;10041560001;Renta Variable;1004;1165000;1466;PN;2024;2
2024;2;15;10041560001;Renta Variable;1004;1137500;1466;PN;2024;2
2024;5;2;10041560001;Renta Variable;1004;1140000;1466;PN;2024;5
2024;5;6;10041560001;Renta Variable;1004;1130000;1466;PN;2024;5
2024;4;5;10041560001;Renta Variable;1004;1160000;1466;PN;2024;4
2024;5;1;10041560001;Renta Variable;1004;1155000;1466;PN;2024;5
2024;4;24;10041560001;Renta Variable;1004;1137500;1466;PN;2024;4
2024;3;27;10098522488;Renta Variable;1004;2992500;1466;PN;2024;3
2024;1;29;10098522488;Renta Variable;1004;3600000;1466;PN;2024;1
2024;3;20;10098522488;Renta Variable;1004;3180000;1466;PN;2024;3
2024;4;23;10098522488;Renta Variable;1004;3390000;1466;PN;2024;4
2024;2;27;10098522488;Renta Variable;1004;3510000;1466;PN;2024;2
2024;4;25;10098522488;Renta Variable;1004;3450000;1466;PN;2024;4
2024;2;26;10098522488;Renta Variable;1004;3510000;1466;PN;2024;2
2024;4;22;10098522488;Renta Variable;1004;3360000;1466;PN;2024;4
2024;4;11;10098522488;Renta Variable;1004;3367500;1466;PN;2024;4
2024;3;8;10098522488;Renta Variable;1004;3135000;1466;PN;2024;3
2024;2;6;10098522488;Renta Variable;1004;3480000;1466;PN;2024;2
2024;4;29;10098522488;Renta Variable;1004;3450000;1466;PN;2024;4
2024;2;16;10098522488;Renta Variable;1004;3412500;1466;PN;2024;2
2024;5;15;10098522488;Renta Variable;1004;3480000;1466;PN;2024;5
2024;1;18;10098522488;Renta Variable;1004;3472500;1466;PN;2024;1
2024;3;14;10098522488;Renta Variable;1004;3120000;1466;PN;2024;3
2024;1;16;10098522488;Renta Variable;1004;3562500;1466;PN;2024;1
2024;4;12;10098522488;Renta Variable;1004;3367500;1466;PN;2024;4
2024;4;1;10098522488;Renta Variable;1004;3112500;1466;PN;2024;4
2024;5;3;10098522488;Renta Variable;1004;3382500;1466;PN;2024;5
2024;2;29;10098522488;Renta Variable;1004;3450000;1466;PN;2024;2
2024;3;13;10098522488;Renta Variable;1004;3112500;1466;PN;2024;3
2024;5;2;10098522488;Renta Variable;1004;3420000;1466;PN;2024;5
2024;4;16;10098522488;Renta Variable;1004;3360000;1466;PN;2024;4
2024;3;26;10098522488;Renta Variable;1004;3172500;1466;PN;2024;3
2024;1;4;10098522488;Renta Variable;1004;3630000;1466;PN;2024;1
2024;2;1;10098522488;Renta Variable;1004;3502500;1466;PN;2024;2
2024;4;17;10098522488;Renta Variable;1004;3360000;1466;PN;2024;4
2024;1;2;10098522488;Renta Variable;1004;3510000;1466;PN;2024;1
2024;3;15;10098522488;Renta Variable;1004;3180000;1466;PN;2024;3
2024;2;22;10098522488;Renta Variable;1004;3495000;1466;PN;2024;2
2024;1;25;10098522488;Renta Variable;1004;3435000;1466;PN;2024;1
2024;1;3;10098522488;Renta Variable;1004;3532500;1466;PN;2024;1
2024;2;13;10098522488;Renta Variable;1004;3465000;1466;PN;2024;2
2024;2;5;10098522488;Renta Variable;1004;3480000;1466;PN;2024;2
2024;4;8;10098522488;Renta Variable;1004;3435000;1466;PN;2024;4
2024;4;30;10098522488;Renta Variable;1004;3465000;1466;PN;2024;4
2024;2;9;10098522488;Renta Variable;1004;3510000;1466;PN;2024;2
2024;4;3;10098522488;Renta Variable;1004;3285000;1466;PN;2024;4
2024;3;7;10098522488;Renta Variable;1004;3127500;1466;PN;2024;3
2024;3;28;10098522488;Renta Variable;1004;3112500;1466;PN;2024;3
2024;1;23;10098522488;Renta Variable;1004;3397500;1466;PN;2024;1
2024;4;4;10098522488;Renta Variable;1004;3285000;1466;PN;2024;4
2024;3;5;10098522488;Renta Variable;1004;3360000;1466;PN;2024;3
2024;3;25;10098522488;Renta Variable;1004;3172500;1466;PN;2024;3
2024;1;22;10098522488;Renta Variable;1004;3450000;1466;PN;2024;1
2024;2;7;10098522488;Renta Variable;1004;3532500;1466;PN;2024;2
2024;2;12;10098522488;Renta Variable;1004;3472500;1466;PN;2024;2
2024;3;21;10098522488;Renta Variable;1004;3187500;1466;PN;2024;3
2024;3;11;10098522488;Renta Variable;1004;3082500;1466;PN;2024;3
2024;1;24;10098522488;Renta Variable;1004;3442500;1466;PN;2024;1
2024;3;18;10098522488;Renta Variable;1004;3315000;1466;PN;2024;3
2024;2;14;10098522488;Renta Variable;1004;3412500;1466;PN;2024;2
2024;4;9;10098522488;Renta Variable;1004;3435000;1466;PN;2024;4
2024;4;15;10098522488;Renta Variable;1004;3360000;1466;PN;2024;4
2024;4;26;10098522488;Renta Variable;1004;3457500;1466;PN;2024;4
2024;5;10;10098522488;Renta Variable;1004;3420000;1466;PN;2024;5
2024;3;6;10098522488;Renta Variable;1004;3180000;1466;PN;2024;3
2024;2;28;10098522488;Renta Variable;1004;3540000;1466;PN;2024;2
2024;3;22;10098522488;Renta Variable;1004;3187500;1466;PN;2024;3
2024;3;4;10098522488;Renta Variable;1004;3360000;1466;PN;2024;3
2024;5;1;10098522488;Renta Variable;1004;3465000;1466;PN;2024;5
2024;5;9;10098522488;Renta Variable;1004;3420000;1466;PN;2024;5
2024;3;29;10098522488;Renta Variable;1004;3112500;1466;PN;2024;3
2024;1;30;10098522488;Renta Variable;1004;3592500;1466;PN;2024;1
2024;1;5;10098522488;Renta Variable;1004;3607500;1466;PN;2024;1
2024;3;19;10098522488;Renta Variable;1004;3150000;1466;PN;2024;3
2024;2;15;10098522488;Renta Variable;1004;3412500;1466;PN;2024;2
2024;4;18;10098522488;Renta Variable;1004;3345000;1466;PN;2024;4
2024;3;1;10098522488;Renta Variable;1004;3435000;1466;PN;2024;3
2024;4;10;10098522488;Renta Variable;1004;3435000;1466;PN;2024;4
2024;4;5;10098522488;Renta Variable;1004;3480000;1466;PN;2024;4
2024;1;15;10098522488;Renta Variable;1004;3562500;1466;PN;2024;1
2024;2;20;10098522488;Renta Variable;1004;3405000;1466;PN;2024;2
2024;4;19;10098522488;Renta Variable;1004;3337500;1466;PN;2024;4
2024;1;26;10098522488;Renta Variable;1004;3532500;1466;PN;2024;1
2024;5;14;10098522488;Renta Variable;1004;3397500;1466;PN;2024;5
2024;1;19;10098522488;Renta Variable;1004;3450000;1466;PN;2024;1
2024;5;6;10098522488;Renta Variable;1004;3390000;1466;PN;2024;5
2024;4;2;10098522488;Renta Variable;1004;3285000;1466;PN;2024;4
2024;4;24;10098522488;Renta Variable;1004;3412500;1466;PN;2024;4
2024;2;2;10098522488;Renta Variable;1004;3517500;1466;PN;2024;2
2024;1;8;10098522488;Renta Variable;1004;3667500;1466;PN;2024;1
2024;3;12;10098522488;Renta Variable;1004;3090000;1466;PN;2024;3
2024;1;9;10098522488;Renta Variable;1004;3667500;1466;PN;2024;1
2024;2;8;10098522488;Renta Variable;1004;3547500;1466;PN;2024;2
2024;1;31;10098522488;Renta Variable;1004;3585000;1466;PN;2024;1
2024;2;21;10098522488;Renta Variable;1004;3420000;1466;PN;2024;2
2024;2;23;10098522488;Renta Variable;1004;3510000;1466;PN;2024;2
2024;1;17;10098522488;Renta Variable;1004;3502500;1466;PN;2024;1
2024;4;25;10021382511;Renta Variable;1004;2300000;1466;PN;2024;4
2024;2;23;10021382511;Renta Variable;1004;2340000;1466;PN;2024;2
2024;3;26;10021382511;Renta Variable;1004;2115000;1466;PN;2024;3
2024;1;22;10021382511;Renta Variable;1004;2300000;1466;PN;2024;1
2024;1;9;10021382511;Renta Variable;1004;2445000;1466;PN;2024;1
2024;3;25;10021382511;Renta Variable;1004;2115000;1466;PN;2024;3
2024;4;11;10021382511;Renta Variable;1004;2245000;1466;PN;2024;4
2024;2;7;10021382511;Renta Variable;1004;2355000;1466;PN;2024;2
2024;4;17;10021382511;Renta Variable;1004;2240000;1466;PN;2024;4
